,OD,Plein Tarif Loisir 2nde,1ère classe,dist
4242,Angers Saint-Laud-Mulhouse,,,592.78
4243,Angers Saint-Laud-Nantes,,,79.23
4244,Angers Saint-Laud-Paris Montparnasse,,,262.63
4245,Angers Saint-Laud-Le Mans,,,81.41
4246,Angers Saint-Laud-Nancy,,,518.12
4247,Angers Saint-Laud-Strasbourg,,,628.74
4248,Angers Saint-Laud-Lyon Perrache,,,453.17
4249,Angers Saint-Laud-Nice,,,737.69
4250,Angers Saint-Laud-Toulouse Matabiau,,,456.15
4251,Angers Saint-Laud-Grenoble,,,543.62
4252,Angers Saint-Laud-Bordeaux Saint-Jean,,,293.42
4253,Angers Saint-Laud-Marseille Saint-Charles,,,654.75
4254,Angers Saint-Laud-Paris Gare de Lyon,,,266.06
4255,Angers Saint-Laud-Paris Saint-Lazare,,,265.15
4256,Angers Saint-Laud-Paris Gare du Nord,,,267.18
4257,Angers Saint-Laud-Marne-la-Vallée Chessy,,,292.8
4258,Angers Saint-Laud-Paris Est,,,267.16
4259,Angers Saint-Laud-Lille Flandres,,,440.63
4260,Angers Saint-Laud-Metz,,,530.49
4261,Angers Saint-Laud-Avignon TGV,,,571.95
4262,Angers Saint-Laud-Aéroport Charles de Gaulle 2 TGV,,,287.97
4263,Angers Saint-Laud-Saint-Pierre-des-Corps,,,96.72
4264,Angers Saint-Laud-Amiens,,,342.23
4265,Angers Saint-Laud-Rouen Rive Droite,,,251.97
4266,Angers Saint-Laud-Tours,,,94.44
4267,Angers Saint-Laud-Angers Saint-Laud,,,0.0
4268,Angers Saint-Laud-Longitude,,,-0.55682
4269,Angers Saint-Laud-coor,,,"(47.464647, -0.55682)"
4270,Angers Saint-Laud-Lyon Part Dieu,,,454.9
4271,Angers Saint-Laud-Dijon,,,420.53
4272,Angers Saint-Laud-Latitude,,,47.464647
4273,Avignon TGV-Angers Saint-Laud,,,571.95
4274,Avignon TGV-Lyon Perrache,,,203.17
4275,Avignon TGV-Montpellier Saint-Roch,,,80.79
4276,Avignon TGV-Metz,,,586.58
4277,Avignon TGV-Rouen Rive Droite,,,675.84
4278,Avignon TGV-Lille Europe,,,757.97
4279,Avignon TGV-Nancy,,,540.8
4280,Avignon TGV-Paris Est,,,581.51
4281,Avignon TGV-Bordeaux Saint-Jean,,,436.3
4282,Avignon TGV-Lyon Part Dieu,,,204.57
4283,Avignon TGV-Rennes,,,681.48
4284,Avignon TGV-Aéroport Charles de Gaulle 2 TGV,,,589.95
4285,Avignon TGV-Paris Gare de Lyon,,,577.8
4286,Avignon TGV-Saint-Pierre-des-Corps,,,497.96
4287,Avignon TGV-Longitude,,,4.786079
4288,Avignon TGV-Marseille Saint-Charles,,,83.82
4289,Avignon TGV-Mulhouse,,,468.67
4290,Avignon TGV-Amiens,,,689.72
4291,Avignon TGV-Nice,,,200.11
4292,Avignon TGV-Paris Montparnasse,,,578.72
4293,Avignon TGV-Latitude,,,43.921586
4294,Avignon TGV-Aix-en-Provence TGV,,,67.19
4295,Avignon TGV-Strasbourg,,,565.82
4296,Avignon TGV-Paris Gare du Nord,,,581.95
4297,Avignon TGV-Toulouse Matabiau,,,269.8
4298,Avignon TGV-coor,,,"(43.921586, 4.786079)"
4299,Avignon TGV-Nantes,,,613.58
4300,Avignon TGV-Paris Austerlitz,,,577.74
4301,Avignon TGV-Paris Saint-Lazare,,,582.27
4302,Avignon TGV-Lille Flandres,,,757.76
4303,Avignon TGV-Paris Bercy Bourgogne - Pays d'Auvergne,,,576.97
4304,Avignon TGV-Dijon,,,378.73
4305,Avignon TGV-Tours,,,499.74
4306,Avignon TGV-Avignon TGV,,,0.0
4307,Avignon TGV-Marne-la-Vallée Chessy,,,571.21
4308,Avignon TGV-Le Mans,,,575.37
4309,Avignon TGV-Grenoble,,,159.22
4310,Aéroport Charles de Gaulle 2 TGV-coor,,,"(49.003652, 2.5708919999999997)"
4311,Aéroport Charles de Gaulle 2 TGV-Saint-Pierre-des-Corps,,,226.04
4312,Aéroport Charles de Gaulle 2 TGV-Paris Montparnasse,,,25.71
4313,Aéroport Charles de Gaulle 2 TGV-Lyon Part Dieu,,,399.62
4314,Aéroport Charles de Gaulle 2 TGV-Lille Europe,,,185.44
4315,Aéroport Charles de Gaulle 2 TGV-Paris Saint-Lazare,,,22.86
4316,Aéroport Charles de Gaulle 2 TGV-Nice,,,690.2
4317,Aéroport Charles de Gaulle 2 TGV-Le Mans,,,208.0
4318,Aéroport Charles de Gaulle 2 TGV-Rennes,,,327.93
4319,Aéroport Charles de Gaulle 2 TGV-Paris Bercy Bourgogne - Pays d'Auvergne,,,22.88
4320,Aéroport Charles de Gaulle 2 TGV-Paris Gare de Lyon,,,22.79
4321,Aéroport Charles de Gaulle 2 TGV-Grenoble,,,486.02
4322,Aéroport Charles de Gaulle 2 TGV-Tours,,,227.06
4323,Aéroport Charles de Gaulle 2 TGV-Paris Est,,,20.98
4324,Aéroport Charles de Gaulle 2 TGV-Aix-en-Provence TGV,,,652.01
4325,Aéroport Charles de Gaulle 2 TGV-Longitude,,,2.5708919999999997
4326,Aéroport Charles de Gaulle 2 TGV-Paris Austerlitz,,,23.42
4327,Aéroport Charles de Gaulle 2 TGV-Lille Flandres,,,185.07
4328,Aéroport Charles de Gaulle 2 TGV-Strasbourg,,,381.03
4329,Aéroport Charles de Gaulle 2 TGV-Avignon TGV,,,589.95
4330,Aéroport Charles de Gaulle 2 TGV-Metz,,,262.98
4331,Aéroport Charles de Gaulle 2 TGV-Paris Gare du Nord,,,20.9
4332,Aéroport Charles de Gaulle 2 TGV-Amiens,,,100.39
4333,Aéroport Charles de Gaulle 2 TGV-Nantes,,,364.3
4334,Aéroport Charles de Gaulle 2 TGV-Marne-la-Vallée Chessy,,,21.46
4335,Aéroport Charles de Gaulle 2 TGV-Nancy,,,265.97
4336,Aéroport Charles de Gaulle 2 TGV-Aéroport Charles de Gaulle 2 TGV,,,0.0
4337,Aéroport Charles de Gaulle 2 TGV-Rouen Rive Droite,,,118.11
4338,Aéroport Charles de Gaulle 2 TGV-Marseille Saint-Charles,,,669.72
4339,Aéroport Charles de Gaulle 2 TGV-Dijon,,,260.93
4340,Aéroport Charles de Gaulle 2 TGV-Bordeaux Saint-Jean,,,521.65
4341,Aéroport Charles de Gaulle 2 TGV-Angers Saint-Laud,,,287.97
4342,Aéroport Charles de Gaulle 2 TGV-Latitude,,,49.003652
4343,Aéroport Charles de Gaulle 2 TGV-Toulouse Matabiau,,,605.7
4344,Aéroport Charles de Gaulle 2 TGV-Mulhouse,,,379.25
4345,Aéroport Charles de Gaulle 2 TGV-Montpellier Saint-Roch,,,608.68
4346,Aéroport Charles de Gaulle 2 TGV-Lyon Perrache,,,399.76
4347,Bordeaux Saint-Jean-Paris Est,,,501.94
4348,Bordeaux Saint-Jean-Angers Saint-Laud,,,293.42
4349,Bordeaux Saint-Jean-Amiens,,,603.12
4350,Bordeaux Saint-Jean-Aix-en-Provence TGV,,,492.77
4351,Bordeaux Saint-Jean-Metz,,,698.02
4352,Bordeaux Saint-Jean-Paris Gare du Nord,,,502.17
4353,Bordeaux Saint-Jean-Paris Bercy Bourgogne - Pays d'Auvergne,,,499.05
4354,Bordeaux Saint-Jean-Aéroport Charles de Gaulle 2 TGV,,,521.65
4355,Bordeaux Saint-Jean-Paris Saint-Lazare,,,500.78
4356,Bordeaux Saint-Jean-Paris Gare de Lyon,,,499.3
4357,Bordeaux Saint-Jean-Lyon Part Dieu,,,436.13
4358,Bordeaux Saint-Jean-Le Mans,,,357.11
4359,Bordeaux Saint-Jean-Lille Flandres,,,700.53
4360,Bordeaux Saint-Jean-Dijon,,,512.3
4361,Bordeaux Saint-Jean-Strasbourg,,,757.25
4362,Bordeaux Saint-Jean-Avignon TGV,,,436.3
4363,Bordeaux Saint-Jean-Nantes,,,276.46
4364,Bordeaux Saint-Jean-Longitude,,,-0.556697
4365,Bordeaux Saint-Jean-Marne-la-Vallée Chessy,,,516.31
4366,Bordeaux Saint-Jean-Rouen Rive Droite,,,528.95
4367,Bordeaux Saint-Jean-Montpellier Saint-Roch,,,378.75
4368,Bordeaux Saint-Jean-Mulhouse,,,687.73
4369,Bordeaux Saint-Jean-Lyon Perrache,,,433.3
4370,Bordeaux Saint-Jean-Toulouse Matabiau,,,209.53
4371,Bordeaux Saint-Jean-Bordeaux Saint-Jean,,,0.0
4372,Bordeaux Saint-Jean-Nancy,,,668.54
4373,Bordeaux Saint-Jean-Rennes,,,374.34
4374,Bordeaux Saint-Jean-Marseille Saint-Charles,,,503.56
4375,Bordeaux Saint-Jean-Paris Austerlitz,,,498.75
4376,Bordeaux Saint-Jean-Latitude,,,44.825873
4377,Bordeaux Saint-Jean-Tours,,,300.94
4378,Bordeaux Saint-Jean-Nice,,,634.68
4379,Bordeaux Saint-Jean-Lille Europe,,,700.96
4380,Bordeaux Saint-Jean-Paris Montparnasse,,,497.15
4381,Bordeaux Saint-Jean-coor,,,"(44.825873, -0.556697)"
4382,Bordeaux Saint-Jean-Saint-Pierre-des-Corps,,,301.3
4383,Bordeaux Saint-Jean-Grenoble,,,494.56
4384,Dijon-Avignon TGV,,,378.73
4385,Dijon-Strasbourg,,,245.6
4386,Dijon-Metz,,,216.09
4387,Dijon-Aéroport Charles de Gaulle 2 TGV,,,260.93
4388,Dijon-Toulouse Matabiau,,,497.92
4389,Dijon-Aix-en-Provence TGV,,,430.71
4390,Dijon-Lille Flandres,,,395.1
4391,Dijon-Longitude,,,5.027208
4392,Dijon-Nice,,,438.4
4393,Dijon-Marne-la-Vallée Chessy,,,239.47
4394,Dijon-Lyon Perrache,,,175.8
4395,Dijon-Paris Gare de Lyon,,,259.74
4396,Dijon-Tours,,,326.47
4397,Dijon-Lyon Part Dieu,,,174.25
4398,Dijon-Marseille Saint-Charles,,,447.93
4399,Dijon-Saint-Pierre-des-Corps,,,324.23
4400,Dijon-Paris Bercy Bourgogne - Pays d'Auvergne,,,258.82
4401,Dijon-Paris Est,,,262.86
4402,Dijon-Bordeaux Saint-Jean,,,512.3
4403,Dijon-Nancy,,,174.28
4404,Dijon-Paris Saint-Lazare,,,264.68
4405,Dijon-Rouen Rive Droite,,,374.36
4406,Dijon-Latitude,,,47.323370000000004
4407,Dijon-Grenoble,,,242.87
4408,Dijon-Amiens,,,348.28
4409,Dijon-Mulhouse,,,179.94
4410,Dijon-Angers Saint-Laud,,,420.53
4411,Dijon-coor,,,"(47.323370000000004, 5.027208)"
4412,Dijon-Paris Montparnasse,,,262.48
4413,Dijon-Montpellier Saint-Roch,,,423.04
4414,Dijon-Nantes,,,495.68
4415,Dijon-Dijon,,,0.0
4416,Dijon-Lille Europe,,,395.22
4417,Dijon-Rennes,,,508.55
4418,Dijon-Paris Gare du Nord,,,263.29
4419,Dijon-Paris Austerlitz,,,260.05
4420,Dijon-Le Mans,,,369.65
4421,Grenoble-Aix-en-Provence TGV,,,195.63
4422,Grenoble-Paris Bercy Bourgogne - Pays d'Auvergne,,,477.72
4423,Grenoble-Paris Saint-Lazare,,,483.47
4424,Grenoble-Rouen Rive Droite,,,587.46
4425,Grenoble-Marne-la-Vallée Chessy,,,465.39
4426,Grenoble-Paris Gare de Lyon,,,478.62
4427,Grenoble-Paris Est,,,482.19
4428,Grenoble-Paris Austerlitz,,,478.72
4429,Grenoble-Nantes,,,601.85
4430,Grenoble-Saint-Pierre-des-Corps,,,454.42
4431,Grenoble-coor,,,"(45.191493, 5.714583999999999)"
4432,Grenoble-Nice,,,205.96
4433,Grenoble-Rennes,,,649.85
4434,Grenoble-Tours,,,456.56
4435,Grenoble-Nancy,,,390.56
4436,Grenoble-Lille Europe,,,636.77
4437,Grenoble-Montpellier Saint-Roch,,,228.81
4438,Grenoble-Paris Montparnasse,,,480.41
4439,Grenoble-Marseille Saint-Charles,,,211.71
4440,Grenoble-Grenoble,,,0.0
4441,Grenoble-Latitude,,,45.191493
4442,Grenoble-Toulouse Matabiau,,,381.33
4443,Grenoble-Le Mans,,,524.43
4444,Grenoble-Lyon Perrache,,,92.95
4445,Grenoble-Mulhouse,,,309.8
4446,Grenoble-Bordeaux Saint-Jean,,,494.56
4447,Grenoble-Longitude,,,5.714583999999999
4448,Grenoble-Lyon Part Dieu,,,91.93
4449,Grenoble-Avignon TGV,,,159.22
4450,Grenoble-Lille Flandres,,,636.63
4451,Grenoble-Amiens,,,581.44
4452,Grenoble-Angers Saint-Laud,,,543.62
4453,Grenoble-Paris Gare du Nord,,,482.64
4454,Grenoble-Metz,,,437.06
4455,Grenoble-Strasbourg,,,407.33
4456,Grenoble-Aéroport Charles de Gaulle 2 TGV,,,486.02
4457,Grenoble-Dijon,,,242.87
4458,Le Mans-Rouen Rive Droite,,,174.58
4459,Le Mans-Paris Saint-Lazare,,,185.31
4460,Le Mans-Bordeaux Saint-Jean,,,357.11
4461,Le Mans-Paris Bercy Bourgogne - Pays d'Auvergne,,,186.87
4462,Le Mans-Toulouse Matabiau,,,497.22
4463,Le Mans-Angers Saint-Laud,,,81.41
4464,Le Mans-Amiens,,,261.47
4465,Le Mans-Le Mans,,,0.0
4466,Le Mans-Paris Montparnasse,,,183.02
4467,Le Mans-Rennes,,,139.17
4468,Le Mans-Paris Gare du Nord,,,187.4
4469,Le Mans-Lille Flandres,,,360.12
4470,Le Mans-Nice,,,725.73
4471,Le Mans-Strasbourg,,,561.59
4472,Le Mans-Tours,,,77.11
4473,Le Mans-Lyon Part Dieu,,,432.99
4474,Le Mans-Metz,,,457.39
4475,Le Mans-Lyon Perrache,,,431.71
4476,Le Mans-Saint-Pierre-des-Corps,,,78.57
4477,Le Mans-Longitude,,,0.192578
4478,Le Mans-Marseille Saint-Charles,,,659.17
4479,Le Mans-Grenoble,,,524.43
4480,Le Mans-Aix-en-Provence TGV,,,642.47
4481,Le Mans-Nantes,,,156.3
4482,Le Mans-Paris Est,,,187.41
4483,Le Mans-Mulhouse,,,533.88
4484,Le Mans-Avignon TGV,,,575.37
4485,Le Mans-Aéroport Charles de Gaulle 2 TGV,,,208.0
4486,Le Mans-Paris Austerlitz,,,185.9
4487,Le Mans-Montpellier Saint-Roch,,,565.64
4488,Le Mans-Marne-la-Vallée Chessy,,,214.38
4489,Le Mans-Nancy,,,448.68
4490,Le Mans-Lille Europe,,,360.61
4491,Le Mans-Paris Gare de Lyon,,,186.59
4492,Le Mans-coor,,,"(47.995689, 0.192578)"
4493,Le Mans-Latitude,,,47.995689
4494,Le Mans-Dijon,,,369.65
4495,Lille Europe-Lyon Part Dieu,,,558.31
4496,Lille Europe-Dijon,,,395.22
4497,Lille Europe-Angers Saint-Laud,,,441.12
4498,Lille Europe-Paris Gare du Nord,,,202.33
4499,Lille Europe-Lyon Perrache,,,559.04
4500,Lille Europe-Grenoble,,,636.77
4501,Lille Europe-Paris Est,,,202.64
4502,Lille Europe-Toulouse Matabiau,,,791.01
4503,Lille Europe-Marseille Saint-Charles,,,834.21
4504,Lille Europe-Montpellier Saint-Roch,,,784.55
4505,Lille Europe-coor,,,"(50.639224, 3.075796)"
4506,Lille Europe-Lille Europe,,,0.0
4507,Lille Europe-Bordeaux Saint-Jean,,,700.96
4508,Lille Europe-Marne-la-Vallée Chessy,,,197.87
4509,Lille Europe-Longitude,,,3.075796
4510,Lille Europe-Mulhouse,,,446.96
4511,Lille Europe-Saint-Pierre-des-Corps,,,400.3
4512,Lille Europe-Rennes,,,444.49
4513,Lille Europe-Amiens,,,99.34
4514,Lille Europe-Paris Saint-Lazare,,,203.31
4515,Lille Europe-Nice,,,833.16
4516,Lille Europe-Tours,,,400.86
4517,Lille Europe-Aéroport Charles de Gaulle 2 TGV,,,185.44
4518,Lille Europe-Nancy,,,310.96
4519,Lille Europe-Avignon TGV,,,757.97
4520,Lille Europe-Strasbourg,,,405.89
4521,Lille Europe-Rouen Rive Droite,,,193.76
4522,Lille Europe-Le Mans,,,360.61
4523,Lille Europe-Paris Gare de Lyon,,,205.8
4524,Lille Europe-Paris Bercy Bourgogne - Pays d'Auvergne,,,206.26
4525,Lille Europe-Lille Flandres,,,0.51
4526,Lille Europe-Nantes,,,508.43
4527,Lille Europe-Metz,,,279.8
4528,Lille Europe-Aix-en-Provence TGV,,,816.58
4529,Lille Europe-Paris Austerlitz,,,206.24
4530,Lille Europe-Paris Montparnasse,,,207.17
4531,Lille Europe-Latitude,,,50.639224
4532,Lille Flandres-Latitude,,,50.636577
4533,Lille Flandres-Aéroport Charles de Gaulle 2 TGV,,,185.07
4534,Lille Flandres-Nantes,,,507.93
4535,Lille Flandres-Nancy,,,311.06
4536,Lille Flandres-Lyon Perrache,,,558.85
4537,Lille Flandres-Tours,,,400.41
4538,Lille Flandres-Paris Montparnasse,,,206.77
4539,Lille Flandres-Paris Est,,,202.25
4540,Lille Flandres-Paris Austerlitz,,,205.85
4541,Lille Flandres-Dijon,,,395.1
4542,Lille Flandres-Aix-en-Provence TGV,,,816.38
4543,Lille Flandres-Rennes,,,443.98
4544,Lille Flandres-Saint-Pierre-des-Corps,,,399.85
4545,Lille Flandres-Angers Saint-Laud,,,440.63
4546,Lille Flandres-Marne-la-Vallée Chessy,,,197.53
4547,Lille Flandres-Nice,,,833.06
4548,Lille Flandres-Paris Gare de Lyon,,,205.41
4549,Lille Flandres-Rouen Rive Droite,,,193.25
4550,Lille Flandres-Strasbourg,,,406.09
4551,Lille Flandres-Paris Saint-Lazare,,,202.91
4552,Lille Flandres-coor,,,"(50.636577, 3.06987)"
4553,Lille Flandres-Lille Flandres,,,0.0
4554,Lille Flandres-Paris Gare du Nord,,,201.93
4555,Lille Flandres-Paris Bercy Bourgogne - Pays d'Auvergne,,,205.87
4556,Lille Flandres-Amiens,,,98.87
4557,Lille Flandres-Avignon TGV,,,757.76
4558,Lille Flandres-Toulouse Matabiau,,,790.65
4559,Lille Flandres-Mulhouse,,,447.06
4560,Lille Flandres-Longitude,,,3.06987
4561,Lille Flandres-Le Mans,,,360.12
4562,Lille Flandres-Bordeaux Saint-Jean,,,700.53
4563,Lille Flandres-Metz,,,279.96
4564,Lille Flandres-Marseille Saint-Charles,,,834.01
4565,Lille Flandres-Montpellier Saint-Roch,,,784.3
4566,Lille Flandres-Grenoble,,,636.63
4567,Lille Flandres-Lyon Part Dieu,,,558.13
4568,Lille Flandres-Lille Europe,,,0.51
4569,Lyon Part Dieu-Rennes,,,559.99
4570,Lyon Part Dieu-Longitude,,,4.859355
4571,Lyon Part Dieu-Bordeaux Saint-Jean,,,436.13
4572,Lyon Part Dieu-Marseille Saint-Charles,,,276.41
4573,Lyon Part Dieu-Lyon Part Dieu,,,0.0
4574,Lyon Part Dieu-Lille Flandres,,,558.13
4575,Lyon Part Dieu-Avignon TGV,,,204.57
4576,Lyon Part Dieu-Nancy,,,340.51
4577,Lyon Part Dieu-Lyon Perrache,,,2.93
4578,Lyon Part Dieu-Mulhouse,,,290.39
4579,Lyon Part Dieu-Montpellier Saint-Roch,,,251.89
4580,Lyon Part Dieu-Nantes,,,515.96
4581,Lyon Part Dieu-Rouen Rive Droite,,,497.73
4582,Lyon Part Dieu-coor,,,"(45.760559, 4.859355)"
4583,Lyon Part Dieu-Strasbourg,,,381.86
4584,Lyon Part Dieu-Nice,,,297.1
4585,Lyon Part Dieu-Marne-la-Vallée Chessy,,,379.49
4586,Lyon Part Dieu-Lille Europe,,,558.31
4587,Lyon Part Dieu-Paris Est,,,394.42
4588,Lyon Part Dieu-Dijon,,,174.25
4589,Lyon Part Dieu-Le Mans,,,432.99
4590,Lyon Part Dieu-Paris Gare du Nord,,,394.87
4591,Lyon Part Dieu-Toulouse Matabiau,,,359.96
4592,Lyon Part Dieu-Grenoble,,,91.93
4593,Lyon Part Dieu-Paris Montparnasse,,,392.36
4594,Lyon Part Dieu-Paris Saint-Lazare,,,395.56
4595,Lyon Part Dieu-Paris Gare de Lyon,,,390.79
4596,Lyon Part Dieu-Aéroport Charles de Gaulle 2 TGV,,,399.62
4597,Lyon Part Dieu-Saint-Pierre-des-Corps,,,364.09
4598,Lyon Part Dieu-Metz,,,385.33
4599,Lyon Part Dieu-Amiens,,,496.98
4600,Lyon Part Dieu-Aix-en-Provence TGV,,,258.89
4601,Lyon Part Dieu-Paris Bercy Bourgogne - Pays d'Auvergne,,,389.9
4602,Lyon Part Dieu-Angers Saint-Laud,,,454.9
4603,Lyon Part Dieu-Latitude,,,45.760559
4604,Lyon Part Dieu-Tours,,,366.26
4605,Lyon Part Dieu-Paris Austerlitz,,,390.85
4606,Lyon Perrache-Lille Europe,,,559.04
4607,Lyon Perrache-Strasbourg,,,384.43
4608,Lyon Perrache-Paris Bercy Bourgogne - Pays d'Auvergne,,,389.89
4609,Lyon Perrache-Toulouse Matabiau,,,357.1
4610,Lyon Perrache-Bordeaux Saint-Jean,,,433.3
4611,Lyon Perrache-Mulhouse,,,293.09
4612,Lyon Perrache-Lyon Part Dieu,,,2.93
4613,Lyon Perrache-Saint-Pierre-des-Corps,,,362.56
4614,Lyon Perrache-Longitude,,,4.8257330000000005
4615,Lyon Perrache-Paris Gare de Lyon,,,390.77
4616,Lyon Perrache-Marne-la-Vallée Chessy,,,379.69
4617,Lyon Perrache-Paris Est,,,394.41
4618,Lyon Perrache-Aix-en-Provence TGV,,,257.95
4619,Lyon Perrache-Amiens,,,497.28
4620,Lyon Perrache-Aéroport Charles de Gaulle 2 TGV,,,399.76
4621,Lyon Perrache-Nantes,,,513.99
4622,Lyon Perrache-Avignon TGV,,,203.17
4623,Lyon Perrache-Metz,,,387.28
4624,Lyon Perrache-Paris Austerlitz,,,390.83
4625,Lyon Perrache-Dijon,,,175.8
4626,Lyon Perrache-Lille Flandres,,,558.85
4627,Lyon Perrache-Rouen Rive Droite,,,497.44
4628,Lyon Perrache-Le Mans,,,431.71
4629,Lyon Perrache-coor,,,"(45.748476000000004, 4.8257330000000005)"
4630,Lyon Perrache-Paris Saint-Lazare,,,395.54
4631,Lyon Perrache-Angers Saint-Laud,,,453.17
4632,Lyon Perrache-Latitude,,,45.748476000000004
4633,Lyon Perrache-Montpellier Saint-Roch,,,249.81
4634,Lyon Perrache-Rennes,,,558.41
4635,Lyon Perrache-Grenoble,,,92.95
4636,Lyon Perrache-Nancy,,,342.55
4637,Lyon Perrache-Lyon Perrache,,,0.0
4638,Lyon Perrache-Nice,,,297.79
4639,Lyon Perrache-Tours,,,364.73
4640,Lyon Perrache-Paris Montparnasse,,,392.32
4641,Lyon Perrache-Marseille Saint-Charles,,,275.49
4642,Lyon Perrache-Paris Gare du Nord,,,394.86
4643,Marne-la-Vallée Chessy-Bordeaux Saint-Jean,,,516.31
4644,Marne-la-Vallée Chessy-Tours,,,226.09
4645,Marne-la-Vallée Chessy-Paris Est,,,31.04
4646,Marne-la-Vallée Chessy-Latitude,,,48.869856
4647,Marne-la-Vallée Chessy-Angers Saint-Laud,,,292.8
4648,Marne-la-Vallée Chessy-Nantes,,,370.32
4649,Marne-la-Vallée Chessy-Aix-en-Provence TGV,,,632.84
4650,Marne-la-Vallée Chessy-Aéroport Charles de Gaulle 2 TGV,,,21.46
4651,Marne-la-Vallée Chessy-Avignon TGV,,,571.21
4652,Marne-la-Vallée Chessy-Amiens,,,118.51
4653,Marne-la-Vallée Chessy-Nice,,,669.31
4654,Marne-la-Vallée Chessy-Metz,,,249.04
4655,Marne-la-Vallée Chessy-Saint-Pierre-des-Corps,,,224.88
4656,Marne-la-Vallée Chessy-Lille Flandres,,,197.53
4657,Marne-la-Vallée Chessy-Paris Austerlitz,,,30.72
4658,Marne-la-Vallée Chessy-Paris Gare du Nord,,,31.29
4659,Marne-la-Vallée Chessy-Strasbourg,,,364.53
4660,Marne-la-Vallée Chessy-Dijon,,,239.47
4661,Marne-la-Vallée Chessy-Paris Montparnasse,,,33.97
4662,Marne-la-Vallée Chessy-Lyon Perrache,,,379.69
4663,Marne-la-Vallée Chessy-Lyon Part Dieu,,,379.49
4664,Marne-la-Vallée Chessy-Marne-la-Vallée Chessy,,,0.0
4665,Marne-la-Vallée Chessy-Nancy,,,249.31
4666,Marne-la-Vallée Chessy-Paris Bercy Bourgogne - Pays d'Auvergne,,,29.46
4667,Marne-la-Vallée Chessy-Mulhouse,,,359.73
4668,Marne-la-Vallée Chessy-Paris Saint-Lazare,,,33.46
4669,Marne-la-Vallée Chessy-Grenoble,,,465.39
4670,Marne-la-Vallée Chessy-Longitude,,,2.78272
4671,Marne-la-Vallée Chessy-coor,,,"(48.869856, 2.78272)"
4672,Marne-la-Vallée Chessy-Paris Gare de Lyon,,,30.07
4673,Marne-la-Vallée Chessy-Toulouse Matabiau,,,593.58
4674,Marne-la-Vallée Chessy-Rouen Rive Droite,,,138.64
4675,Marne-la-Vallée Chessy-Montpellier Saint-Roch,,,591.5
4676,Marne-la-Vallée Chessy-Le Mans,,,214.38
4677,Marne-la-Vallée Chessy-Marseille Saint-Charles,,,650.55
4678,Marne-la-Vallée Chessy-Rennes,,,339.19
4679,Marne-la-Vallée Chessy-Lille Europe,,,197.87
4680,Marseille Saint-Charles-Aix-en-Provence TGV,,,17.71
4681,Marseille Saint-Charles-Lyon Part Dieu,,,276.41
4682,Marseille Saint-Charles-Dijon,,,447.93
4683,Marseille Saint-Charles-coor,,,"(43.302665999999995, 5.380407)"
4684,Marseille Saint-Charles-Lille Flandres,,,834.01
4685,Marseille Saint-Charles-Paris Montparnasse,,,659.4
4686,Marseille Saint-Charles-Paris Gare du Nord,,,662.48
4687,Marseille Saint-Charles-Angers Saint-Laud,,,654.75
4688,Marseille Saint-Charles-Nice,,,158.19
4689,Marseille Saint-Charles-Nantes,,,694.49
4690,Marseille Saint-Charles-Bordeaux Saint-Jean,,,503.56
4691,Marseille Saint-Charles-Strasbourg,,,614.84
4692,Marseille Saint-Charles-Latitude,,,43.302665999999995
4693,Marseille Saint-Charles-Metz,,,648.59
4694,Marseille Saint-Charles-Rennes,,,764.23
4695,Marseille Saint-Charles-Paris Est,,,662.03
4696,Marseille Saint-Charles-Lille Europe,,,834.21
4697,Marseille Saint-Charles-Tours,,,583.46
4698,Marseille Saint-Charles-Aéroport Charles de Gaulle 2 TGV,,,669.72
4699,Marseille Saint-Charles-Marseille Saint-Charles,,,0.0
4700,Marseille Saint-Charles-Le Mans,,,659.17
4701,Marseille Saint-Charles-Grenoble,,,211.71
4702,Marseille Saint-Charles-Lyon Perrache,,,275.49
4703,Marseille Saint-Charles-Toulouse Matabiau,,,318.77
4704,Marseille Saint-Charles-Avignon TGV,,,83.82
4705,Marseille Saint-Charles-Nancy,,,602.15
4706,Marseille Saint-Charles-Mulhouse,,,516.73
4707,Marseille Saint-Charles-Marne-la-Vallée Chessy,,,650.55
4708,Marseille Saint-Charles-Longitude,,,5.380407
4709,Marseille Saint-Charles-Montpellier Saint-Roch,,,125.63
4710,Marseille Saint-Charles-Amiens,,,768.97
4711,Marseille Saint-Charles-Paris Saint-Lazare,,,662.88
4712,Marseille Saint-Charles-Saint-Pierre-des-Corps,,,581.69
4713,Marseille Saint-Charles-Paris Gare de Lyon,,,658.33
4714,Marseille Saint-Charles-Rouen Rive Droite,,,758.1
4715,Marseille Saint-Charles-Paris Austerlitz,,,658.3
4716,Marseille Saint-Charles-Paris Bercy Bourgogne - Pays d'Auvergne,,,657.49
4717,Metz-Nancy,,,46.67
4718,Metz-Lyon Perrache,,,387.28
4719,Metz-Montpellier Saint-Roch,,,636.88
4720,Metz-Paris Montparnasse,,,282.99
4721,Metz-Aix-en-Provence TGV,,,632.18
4722,Metz-Paris Bercy Bourgogne - Pays d'Auvergne,,,278.5
4723,Metz-Longitude,,,6.176593
4724,Metz-Paris Austerlitz,,,279.75
4725,Metz-Lille Flandres,,,279.96
4726,Metz-Nantes,,,609.65
4727,Metz-Nice,,,606.72
4728,Metz-Paris Est,,,279.75
